-0.018295908	-0.058807664	-0.023339044	0.015654534	-0.00071708893	-0.023247264	0.056303192	0.031187039	0.02152665	0.07333737	-0.050232843	-0.024062093	-0.06827267	0.026101043	0.07410454	-0.04202749
-0.08356772	0.0161364	-0.041569214	-0.09109376	-0.06370376	0.020766126	-0.059494004	0.094638415	0.057692885	0.004519307	-0.029105783	0.096920885	0.09066599	-0.083281755	0.09425996	0.03722772
-0.16162133	0.016056573	-0.05428368	-0.049876433	-0.017742986	0.0404162	-0.077389285	0.09730697	0.12819733	-0.027224336	-0.0749698	0.031174734	0.02358406	-0.0935711	0.17184944	-0.04180266
0.31904548	-0.1805746	0.32041505	0.20349608	0.25177643	-0.1314681	0.16859433	-0.2709459	-0.32683071	0.27787113	0.31716326	-0.2715576	-0.15176107	0.14718689	-0.30906385	0.07015602
-0.0205894	-0.046787437	0.05424593	-0.0030644794	0.016217092	-0.012570322	0.034425654	-0.051753785	-0.06054501	0.022239666	0.032645836	-0.023203779	-0.0987051	0.04827977	0.015691834	-0.011835495
-0.06491803	-0.03287312	-0.07198323	-0.029881643	0.032292053	-0.03618154	-0.032292333	0.038697626	0.0017702638	-0.01686271	0.0065517793	0.025155302	-0.17532642	-0.00058564777	0.081614695	-0.16964115
0.26446122	-0.22698647	0.2463341	0.2353638	0.25528926	-0.3050461	0.20774812	-0.2863571	-0.22550234	0.31702858	0.3188043	-0.25938267	-0.44987664	0.26807082	-0.18341424	-0.17865694
-0.0645937	0.067420095	-0.058799837	-0.05470964	-0.06633027	0.0582179	-0.09398067	0.0028718773	0.040586095	-0.017426692	-0.09725127	0.06115944	-0.081696875	0.0066401074	0.08535754	-0.09293383
0.3098568	-0.3485605	0.27539527	0.3585612	0.38445696	-0.36511612	0.22509862	-0.24645472	-0.29889384	0.29344523	0.33548436	-0.2711439	-0.47037455	0.35851675	-0.20886713	-0.25719538
-0.06037675	-0.02024711	0.04507618	0.0017033123	0.0337672	-0.045938168	-0.019978745	0.011305699	0.008023844	0.048668727	0.013019681	-0.021404356	-0.010781687	0.011245623	0.06475988	0.0074634966
0.32378194	-0.27068722	0.28722328	0.2717713	0.3488068	-0.2590781	0.24909678	-0.26691407	-0.29555583	0.3189151	0.27322328	-0.2597144	-0.4002462	0.27234238	-0.21563727	-0.11151347
-0.076418854	0.030206453	0.001263791	-0.014459872	-0.0029158583	-0.020896403	-0.064833656	0.027522694	0.013486043	-0.031236785	-0.07007801	0.015829248	0.07956867	0.007111199	0.05797187	0.057449818
0.17501709	-0.08929005	0.20339523	0.027027445	0.024845257	-0.028458508	0.08611539	-0.1631745	-0.19465081	0.12762931	0.18382436	-0.13971329	0.21573177	0.07893229	-0.2745111	0.29884338
-0.21299805	0.18311174	-0.22353429	-0.14996462	-0.21160442	0.16768879	-0.10773906	0.21881174	0.2171526	-0.21838497	-0.2882625	0.21234131	0.041502107	-0.2041596	0.2953695	-0.054783434
-0.0006450608	0.046759762	-0.006748616	0.024077404	-0.028255157	-0.047782034	-0.04299068	-0.027657242	0.043421853	-0.019203886	-0.035704106	-0.004902532	-0.12439409	0.032464065	-0.012907914	-0.14576305
0.036515113	-0.0011065424	-0.004078004	0.070663355	0.06701099	-0.06799196	0.022987833	-0.031905558	0.03283638	0.065871015	-0.04582442	0.02198563	-0.026520703	-0.010095617	0.051620636	-0.07489708
0.007682479	-0.0039327964	-0.07348006	-0.058242045	-0.02007911	-0.005849976	-0.055716205	0.011386288	0.011262444	0.013354273	-0.040983908	0.037786923	-0.19092691	-0.046545487	0.06633097	-0.12406424
